Ecoregion,Stock,Area,Year,R,SSB,Landings,F,Method,Assessment_URL,source,Fref_point,StockKeyLabel,Fref,F.FMSy,Meeting_comments,Blim,Catches,biomass,Scientific_name,Species,Bref,Bref_point,B_Bref,asses_year,version,stk_updated
Black Sea,ANE,29,1980,NA,926661.38,364548.06,0.41,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.88,NA,NA,364548.06,926661.38,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.45,2023,15_11_2023,new
Black Sea,ANE,29,1981,NA,887206.16,362058.01,0.43,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.92,NA,NA,362058.01,887206.16,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.38,2023,15_11_2023,new
Black Sea,ANE,29,1982,NA,890418.25,409545.19,0.47,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,1.02,NA,NA,409545.19,890418.25,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.39,2023,15_11_2023,new
Black Sea,ANE,29,1983,NA,770036.73,441511.69,0.6,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,1.3,NA,NA,441511.69,770036.73,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.2,2023,15_11_2023,new
Black Sea,ANE,29,1984,NA,542553.1,484141.91,0.79,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,1.7,NA,NA,484141.91,542553.1,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.85,2023,15_11_2023,new
Black Sea,ANE,29,1985,NA,532416.73,335979.78,0.67,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,1.44,NA,NA,335979.78,532416.73,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.83,2023,15_11_2023,new
Black Sea,ANE,29,1986,NA,547538.59,381400.21,0.66,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,1.42,NA,NA,381400.21,547538.59,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.85,2023,15_11_2023,new
Black Sea,ANE,29,1987,NA,589030.23,355996.68,0.68,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,1.47,NA,NA,355996.68,589030.23,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.92,2023,15_11_2023,new
Black Sea,ANE,29,1988,NA,367850.11,563721.65,1.35,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,2.91,NA,NA,563721.65,367850.11,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.57,2023,15_11_2023,new
Black Sea,ANE,29,1989,NA,200212.98,200361.51,0.6,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,1.29,NA,NA,200361.51,200212.98,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.31,2023,15_11_2023,new
Black Sea,ANE,29,1990,NA,241998.33,90945.92,0.34,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.74,NA,NA,90945.92,241998.33,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.38,2023,15_11_2023,new
Black Sea,ANE,29,1991,NA,359341.59,94296.12,0.31,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.66,NA,NA,94296.12,359341.59,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.56,2023,15_11_2023,new
Black Sea,ANE,29,1992,NA,486034.93,164657.67,0.4,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.86,NA,NA,164657.67,486034.93,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.76,2023,15_11_2023,new
Black Sea,ANE,29,1993,NA,560172.31,222552.69,0.43,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.92,NA,NA,222552.69,560172.31,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.87,2023,15_11_2023,new
Black Sea,ANE,29,1994,NA,605951.02,280446.26,0.53,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,1.14,NA,NA,280446.26,605951.02,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.95,2023,15_11_2023,new
Black Sea,ANE,29,1995,NA,550813.18,374653.36,0.66,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,1.42,NA,NA,374653.36,550813.18,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.86,2023,15_11_2023,new
Black Sea,ANE,29,1996,NA,507554.18,275663.24,0.48,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,1.03,NA,NA,275663.24,507554.18,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.79,2023,15_11_2023,new
Black Sea,ANE,29,1997,NA,595879.61,219283.8,0.34,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.74,NA,NA,219283.8,595879.61,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.93,2023,15_11_2023,new
Black Sea,ANE,29,1998,NA,731107.21,200649.56,0.31,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.66,NA,NA,200649.56,731107.21,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.14,2023,15_11_2023,new
Black Sea,ANE,29,1999,NA,780083.96,315440.71,0.42,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.91,NA,NA,315440.71,780083.96,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.22,2023,15_11_2023,new
Black Sea,ANE,29,2000,NA,698748.09,271495.09,0.37,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.8,NA,NA,271495.09,698748.09,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.09,2023,15_11_2023,new
Black Sea,ANE,29,2001,NA,668179.43,296251.06,0.48,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,1.04,NA,NA,296251.06,668179.43,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.04,2023,15_11_2023,new
Black Sea,ANE,29,2002,NA,617353.23,343270.06,0.52,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,1.12,NA,NA,343270.06,617353.23,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.96,2023,15_11_2023,new
Black Sea,ANE,29,2003,NA,638966.29,279211.67,0.47,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,1.01,NA,NA,279211.67,638966.29,Engraulis encrasicolus,European anchovy,NA,Bmsy,1,2023,15_11_2023,new
Black Sea,ANE,29,2004,NA,611604.43,311917.31,0.37,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.8,NA,NA,311917.31,611604.43,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.95,2023,15_11_2023,new
Black Sea,ANE,29,2005,NA,712571.32,129728.11,0.18,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.38,NA,NA,129728.11,712571.32,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.11,2023,15_11_2023,new
Black Sea,ANE,29,2006,NA,930245.71,225925.43,0.32,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.69,NA,NA,225925.43,930245.71,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.45,2023,15_11_2023,new
Black Sea,ANE,29,2007,NA,931178.53,375182.05,0.39,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.84,NA,NA,375182.05,931178.53,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.45,2023,15_11_2023,new
Black Sea,ANE,29,2008,NA,927571.94,255133.34,0.23,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.49,NA,NA,255133.34,927571.94,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.45,2023,15_11_2023,new
Black Sea,ANE,29,2009,NA,1076386.53,190816.22,0.18,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.39,NA,NA,190816.22,1076386.53,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.68,2023,15_11_2023,new
Black Sea,ANE,29,2010,NA,1248954.06,247680.71,0.23,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.49,NA,NA,247680.71,1248954.06,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.95,2023,15_11_2023,new
Black Sea,ANE,29,2011,NA,1163788.56,277492.48,0.19,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.41,NA,NA,277492.48,1163788.56,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.82,2023,15_11_2023,new
Black Sea,ANE,29,2012,NA,1090154.88,178494.94,0.2,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.42,NA,NA,178494.94,1090154.88,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.7,2023,15_11_2023,new
Black Sea,ANE,29,2013,NA,968626.05,319133.46,0.2,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.44,NA,NA,319133.46,968626.05,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.51,2023,15_11_2023,new
Black Sea,ANE,29,2014,NA,984985.53,80699.97,0.09,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.19,NA,NA,80699.97,984985.53,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.54,2023,15_11_2023,new
Black Sea,ANE,29,2015,NA,1147335.88,249768.48,0.24,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.52,NA,NA,249768.48,1147335.88,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.79,2023,15_11_2023,new
Black Sea,ANE,29,2016,NA,872546.6,164423.08,0.19,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.42,NA,NA,164423.08,872546.6,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.36,2023,15_11_2023,new
Black Sea,ANE,29,2017,NA,576437.75,208827.38,0.25,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.53,NA,NA,208827.38,576437.75,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.9,2023,15_11_2023,new
Black Sea,ANE,29,2018,NA,578876.38,79899.05,0.17,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.36,NA,NA,79899.05,578876.38,Engraulis encrasicolus,European anchovy,NA,Bmsy,0.9,2023,15_11_2023,new
Black Sea,ANE,29,2019,NA,719823.59,326975.95,0.56,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,1.22,NA,NA,326975.95,719823.59,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.12,2023,15_11_2023,new
Black Sea,ANE,29,2020,NA,668948.3,225523.93,0.28,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.61,NA,NA,225523.93,668948.3,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.04,2023,15_11_2023,new
Black Sea,ANE,29,2021,NA,770314.51,196177.83,0.26,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,ANE_29,NA,0.57,NA,NA,196177.83,770314.51,Engraulis encrasicolus,European anchovy,NA,Bmsy,1.2,2023,15_11_2023,new
Black Sea,MUT,29,2015,961487,2955.3,3980.896,1.35823,a4a,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,MUT_29,0.45,3.018288889,NA,NA,3980.896,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,15_11_2023,Y
Black Sea,MUT,29,2016,817366,2602.6,3606.831,1.30601,a4a,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,MUT_29,0.45,2.902244444,NA,NA,3606.831,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,15_11_2023,Y
Black Sea,MUT,29,2017,919570,2315.2,2202.5238,1.33482,a4a,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,MUT_29,0.45,2.966266667,NA,NA,2202.5238,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,15_11_2023,Y
Black Sea,MUT,29,2018,868391,2272.3,3293.127,1.43989,a4a,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,MUT_29,0.45,3.199755556,NA,NA,3293.127,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,15_11_2023,Y
Black Sea,MUT,29,2019,989577,2171.4,2484.283,1.47765,a4a,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,MUT_29,0.45,3.283666667,NA,NA,2484.283,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,15_11_2023,Y
Black Sea,MUT,29,2020,980264,2468.7,2658.3456,1.26161,a4a,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,MUT_29,0.45,2.803577778,NA,NA,2658.3456,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,15_11_2023,Y
Black Sea,MUT,29,2021,757349,3021.5,3151.4864,0.85004,a4a,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,MUT_29,0.45,1.888977778,NA,NA,3151.4864,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,15_11_2023,Y
Black Sea,MUT,29,2022,839845,3460.3,1236.2905,0.48983,a4a,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,MUT_29,0.45,1.088511111,NA,NA,1236.2905,NA,Mullus barbatus,Red mullet,NA,NA,NA,2023,15_11_2023,Y
Black Sea,SPR,29,1991,NA,84768.31,17655.71,0.23,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.56,NA,NA,17655.71,84768.31,Sprattus sprattus,European sprat,NA,NA,0.51,2023,15_11_2023,Y
Black Sea,SPR,29,1992,NA,121258.41,19907.29,0.15,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.37,NA,NA,19907.29,121258.41,Sprattus sprattus,European sprat,NA,NA,0.73,2023,15_11_2023,Y
Black Sea,SPR,29,1993,NA,170207.18,15718.24,0.09,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.22,NA,NA,15718.24,170207.18,Sprattus sprattus,European sprat,NA,NA,1.02,2023,15_11_2023,Y
Black Sea,SPR,29,1994,NA,221192.19,19263.71,0.09,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.23,NA,NA,19263.71,221192.19,Sprattus sprattus,European sprat,NA,NA,1.33,2023,15_11_2023,Y
Black Sea,SPR,29,1995,NA,257095.27,23746.09,0.1,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.24,NA,NA,23746.09,257095.27,Sprattus sprattus,European sprat,NA,NA,1.54,2023,15_11_2023,Y
Black Sea,SPR,29,1996,NA,274599.19,29497.16,0.11,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.26,NA,NA,29497.16,274599.19,Sprattus sprattus,European sprat,NA,NA,1.65,2023,15_11_2023,Y
Black Sea,SPR,29,1997,NA,283828.88,28600.08,0.11,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.26,NA,NA,28600.08,283828.88,Sprattus sprattus,European sprat,NA,NA,1.7,2023,15_11_2023,Y
Black Sea,SPR,29,1998,NA,285103.27,39461.96,0.15,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.35,NA,NA,39461.96,285103.27,Sprattus sprattus,European sprat,NA,NA,1.71,2023,15_11_2023,Y
Black Sea,SPR,29,1999,NA,279779.39,40342.98,0.15,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.36,NA,NA,40342.98,279779.39,Sprattus sprattus,European sprat,NA,NA,1.68,2023,15_11_2023,Y
Black Sea,SPR,29,2000,NA,275223.31,48788.56,0.2,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.47,NA,NA,48788.56,275223.31,Sprattus sprattus,European sprat,NA,NA,1.65,2023,15_11_2023,Y
Black Sea,SPR,29,2001,NA,261782.19,63501.89,0.26,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.63,NA,NA,63501.89,261782.19,Sprattus sprattus,European sprat,NA,NA,1.57,2023,15_11_2023,Y
Black Sea,SPR,29,2002,NA,243577.95,71883.01,0.3,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.72,NA,NA,71883.01,243577.95,Sprattus sprattus,European sprat,NA,NA,1.46,2023,15_11_2023,Y
Black Sea,SPR,29,2003,NA,229029.93,68045.74,0.27,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.66,NA,NA,68045.74,229029.93,Sprattus sprattus,European sprat,NA,NA,1.37,2023,15_11_2023,Y
Black Sea,SPR,29,2004,NA,230027.13,55082.77,0.24,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.58,NA,NA,55082.77,230027.13,Sprattus sprattus,European sprat,NA,NA,1.38,2023,15_11_2023,Y
Black Sea,SPR,29,2005,NA,228881,58255.42,0.23,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.56,NA,NA,58255.42,228881,Sprattus sprattus,European sprat,NA,NA,1.37,2023,15_11_2023,Y
Black Sea,SPR,29,2006,NA,234725.05,40706.78,0.16,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.38,NA,NA,40706.78,234725.05,Sprattus sprattus,European sprat,NA,NA,1.41,2023,15_11_2023,Y
Black Sea,SPR,29,2007,NA,248666.92,39339.87,0.18,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.44,NA,NA,39339.87,248666.92,Sprattus sprattus,European sprat,NA,NA,1.49,2023,15_11_2023,Y
Black Sea,SPR,29,2008,NA,239868.28,72563.47,0.36,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.87,NA,NA,72563.47,239868.28,Sprattus sprattus,European sprat,NA,NA,1.44,2023,15_11_2023,Y
Black Sea,SPR,29,2009,NA,204434.38,91318.65,0.44,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,1.06,NA,NA,91318.65,204434.38,Sprattus sprattus,European sprat,NA,NA,1.22,2023,15_11_2023,Y
Black Sea,SPR,29,2010,NA,179516.34,92395.44,0.6,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,1.44,NA,NA,92395.44,179516.34,Sprattus sprattus,European sprat,NA,NA,1.07,2023,15_11_2023,Y
Black Sea,SPR,29,2011,NA,124420.86,118899.67,0.64,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,1.55,NA,NA,118899.67,124420.86,Sprattus sprattus,European sprat,NA,NA,0.74,2023,15_11_2023,Y
Black Sea,SPR,29,2012,NA,145061.97,35225.53,0.18,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.45,NA,NA,35225.53,145061.97,Sprattus sprattus,European sprat,NA,NA,0.87,2023,15_11_2023,Y
Black Sea,SPR,29,2013,NA,219893.23,29716.2,0.16,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.38,NA,NA,29716.2,219893.23,Sprattus sprattus,European sprat,NA,NA,1.32,2023,15_11_2023,Y
Black Sea,SPR,29,2014,NA,257019.74,56451.43,0.28,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.69,NA,NA,56451.43,257019.74,Sprattus sprattus,European sprat,NA,NA,1.54,2023,15_11_2023,Y
Black Sea,SPR,29,2015,NA,236504.19,107453.67,0.46,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,1.12,NA,NA,107453.67,236504.19,Sprattus sprattus,European sprat,NA,NA,1.42,2023,15_11_2023,Y
Black Sea,SPR,29,2016,NA,217498.69,80027.82,0.32,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.77,NA,NA,80027.82,217498.69,Sprattus sprattus,European sprat,NA,NA,1.3,2023,15_11_2023,Y
Black Sea,SPR,29,2017,NA,211703.28,52573.82,0.21,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.5,NA,NA,52573.82,211703.28,Sprattus sprattus,European sprat,NA,NA,1.27,2023,15_11_2023,Y
Black Sea,SPR,29,2018,NA,227972.6,38902.54,0.19,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.46,NA,NA,38902.54,227972.6,Sprattus sprattus,European sprat,NA,NA,1.37,2023,15_11_2023,Y
Black Sea,SPR,29,2019,NA,237836.88,61346.78,0.26,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.62,NA,NA,61346.78,237836.88,Sprattus sprattus,European sprat,NA,NA,1.42,2023,15_11_2023,Y
Black Sea,SPR,29,2020,NA,238469.8,49121.96,0.21,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.52,NA,NA,49121.96,238469.8,Sprattus sprattus,European sprat,NA,NA,1.43,2023,15_11_2023,Y
Black Sea,SPR,29,2021,NA,225270.38,49227.95,0.13,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.32,NA,NA,49227.95,225270.38,Sprattus sprattus,European sprat,NA,NA,1.35,2023,15_11_2023,Y
Black Sea,SPR,29,2022,NA,249801.65,12951.32,0.04,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,SPR_29,NA,0.1,NA,NA,12951.32,249801.65,Sprattus sprattus,European sprat,NA,NA,1.5,2023,15_11_2023,Y
Black Sea,TUR,29,1950,2919.7434,12716.681,3932,0.38695612,SAM,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,TUR_29,0.19,2.036611158,NA,NA,3932,NA,Scophthalmus maximus,Turbot,14616,Bmsy,0.870052066,2023,15_11_2023,Y
Black Sea,TUR,29,1951,2705.7336,12745.158,4741,0.45260956,SAM,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,TUR_29,0.19,2.382155579,NA,NA,4741,NA,Scophthalmus maximus,Turbot,14616,Bmsy,0.872000411,2023,15_11_2023,Y
Black Sea,TUR,29,1952,2415.9964,11989.378,5217,0.53399197,SAM,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,TUR_29,0.19,2.810484053,NA,NA,5217,NA,Scophthalmus maximus,Turbot,14616,Bmsy,0.820291325,2023,15_11_2023,Y
Black Sea,TUR,29,1953,2532.421,10581.623,4985,0.59521417,SAM,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,TUR_29,0.19,3.132706158,NA,NA,4985,NA,Scophthalmus maximus,Turbot,14616,Bmsy,0.723975301,2023,15_11_2023,Y
Black Sea,TUR,29,1954,2762.4809,9174.229,4505,0.62380296,SAM,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,TUR_29,0.19,3.283173474,NA,NA,4505,NA,Scophthalmus maximus,Turbot,14616,Bmsy,0.627683976,2023,15_11_2023,Y
Black Sea,TUR,29,1955,2831.1115,8384.132,3678,0.6158829,SAM,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,TUR_29,0.19,3.241488947,NA,NA,3678,NA,Scophthalmus maximus,Turbot,14616,Bmsy,0.573626984,2023,15_11_2023,Y
Black Sea,TUR,29,1956,2715.6155,8268.774,3623,0.63083047,SAM,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,TUR_29,0.19,3.320160368,NA,NA,3623,NA,Scophthalmus maximus,Turbot,14616,Bmsy,0.565734401,2023,15_11_2023,Y
